DB 0 MOTIF	MA0108.1	TBP
-242.5	1
-241.5	1
-240.5	1
-239.5	0
-238.5	2
-237.5	0
-236.5	5
-235.5	2
-234.5	0
-233.5	1
-232.5	1
-231.5	1
-230.5	2
-229.5	2
-228.5	1
-227.5	2
-226.5	2
-225.5	4
-224.5	0
-223.5	3
-222.5	1
-221.5	3
-220.5	2
-219.5	4
-218.5	1
-217.5	1
-216.5	2
-215.5	0
-214.5	3
-213.5	1
-212.5	2
-211.5	1
-210.5	3
-209.5	1
-208.5	2
-207.5	1
-206.5	1
-205.5	2
-204.5	0
-203.5	1
-202.5	0
-201.5	1
-200.5	1
-199.5	1
-198.5	1
-197.5	0
-196.5	1
-195.5	2
-194.5	1
-193.5	0
-192.5	1
-191.5	1
-190.5	0
-189.5	2
-188.5	2
-187.5	1
-186.5	0
-185.5	4
-184.5	1
-183.5	2
-182.5	1
-181.5	4
-180.5	1
-179.5	1
-178.5	3
-177.5	1
-176.5	4
-175.5	2
-174.5	2
-173.5	6
-172.5	2
-171.5	0
-170.5	4
-169.5	3
-168.5	3
-167.5	4
-166.5	3
-165.5	2
-164.5	0
-163.5	0
-162.5	2
-161.5	5
-160.5	3
-159.5	0
-158.5	0
-157.5	1
-156.5	1
-155.5	1
-154.5	2
-153.5	0
-152.5	1
-151.5	2
-150.5	1
-149.5	2
-148.5	2
-147.5	3
-146.5	2
-145.5	2
-144.5	1
-143.5	2
-142.5	1
-141.5	0
-140.5	1
-139.5	1
-138.5	3
-137.5	1
-136.5	3
-135.5	2
-134.5	1
-133.5	4
-132.5	2
-131.5	0
-130.5	1
-129.5	0
-128.5	0
-127.5	1
-126.5	0.5
-125.5	2
-124.5	1
-123.5	0
-122.5	1
-121.5	1
-120.5	0
-119.5	0
-118.5	2
-117.5	1
-116.5	0
-115.5	4
-114.5	3
-113.5	0
-112.5	1
-111.5	3
-110.5	1
-109.5	3
-108.5	0
-107.5	1
-106.5	2
-105.5	0
-104.5	2
-103.5	3
-102.5	2
-101.5	0
-100.5	2
 -99.5	1
 -98.5	1
 -97.5	2
 -96.5	3
 -95.5	1
 -94.5	3
 -93.5	1
 -92.5	0
 -91.5	3
 -90.5	2
 -89.5	2
 -88.5	0
 -87.5	1
 -86.5	4
 -85.5	4
 -84.5	1
 -83.5	1
 -82.5	1
 -81.5	0
 -80.5	0
 -79.5	0
 -78.5	2
 -77.5	2
 -76.5	1
 -75.5	3
 -74.5	1
 -73.5	3
 -72.5	1
 -71.5	0
 -70.5	1
 -69.5	1
 -68.5	0
 -67.5	2
 -66.5	1
 -65.5	3
 -64.5	1
 -63.5	1
 -62.5	2
 -61.5	0
 -60.5	3
 -59.5	0
 -58.5	3
 -57.5	2
 -56.5	1
 -55.5	1
 -54.5	0
 -53.5	3
 -52.5	3
 -51.5	3
 -50.5	0
 -49.5	3
 -48.5	1
 -47.5	0
 -46.5	2
 -45.5	2
 -44.5	2
 -43.5	1
 -42.5	1
 -41.5	0
 -40.5	2
 -39.5	1
 -38.5	1
 -37.5	3
 -36.5	1
 -35.5	2
 -34.5	1
 -33.5	1
 -32.5	0
 -31.5	3
 -30.5	6
 -29.5	5
 -28.5	1
 -27.5	2
 -26.5	5
 -25.5	8
 -24.5	3
 -23.5	13
 -22.5	12
 -21.5	2
 -20.5	4
 -19.5	2
 -18.5	4
 -17.5	1
 -16.5	2
 -15.5	0
 -14.5	1
 -13.5	1
 -12.5	2
 -11.5	1
 -10.5	1
  -9.5	0
  -8.5	3
  -7.5	3
  -6.5	1
  -5.5	0
  -4.5	0
  -3.5	3
  -2.5	0
  -1.5	1
  -0.5	1
   0.5	0
   1.5	3
   2.5	0
   3.5	5
   4.5	1
   5.5	1
   6.5	0
   7.5	0
   8.5	1
   9.5	1
  10.5	1
  11.5	1
  12.5	0
  13.5	1
  14.5	0
  15.5	0
  16.5	1
  17.5	0
  18.5	0
  19.5	2
  20.5	0
